,uid,iid,r_ui,est,details
42,Angelkappa,32494,7.0,7.213119441708876,{'was_impossible': False}
43,angelei28,73,7.0,9.25308099914847,{'was_impossible': False}
44,Rottenn,10719,8.0,8.49729722937135,{'was_impossible': False}
45,KarokuChan,130,8.0,7.476378988110119,{'was_impossible': False}
46,Rowan93,20057,9.0,6.697247129822275,{'was_impossible': False}
47,czerkill,6633,8.0,8.006877975283427,{'was_impossible': False}
48,Angel629,90,8.0,7.805835893050309,{'was_impossible': False}
49,penquguu,31368,8.0,6.807737131949973,{'was_impossible': False}
50,Ishin,19815,8.0,8.872050487144723,{'was_impossible': False}
51,Viendo,6205,10.0,7.405364652140951,{'was_impossible': False}
52,bigkfc2k8,202,8.0,8.524692584476528,{'was_impossible': False}
53,aincrad17,9253,10.0,8.014426343953135,{'was_impossible': False}
54,xXsim00Xx,32281,10.0,8.344506503621806,{'was_impossible': False}
55,Tationax,3457,7.0,6.236773524168548,{'was_impossible': False}
56,sergeyshatunov,23079,8.0,6.969446122318066,{'was_impossible': False}
57,Tukuzuka,8074,7.0,8.858932414395497,{'was_impossible': False}
58,hampedahl,17082,7.0,6.567687673229798,{'was_impossible': False}
59,_____nekochan,29093,8.0,8.553889939740953,{'was_impossible': False}
60,bakaneko3115,4280,5.0,7.625363179210331,{'was_impossible': False}
61,Phantasmagoria,348,8.0,7.630589592505172,{'was_impossible': False}
62,blueswan,670,7.0,7.603322788359855,{'was_impossible': False}
63,tactilehenk,3469,7.0,7.1500769734774074,{'was_impossible': False}
64,Junjou9,19769,6.0,7.456871385816591,{'was_impossible': False}
65,ChaynikTeapot,28617,10.0,6.969738864603189,{'was_impossible': False}
66,Jables2121,8074,7.0,7.439458058637257,{'was_impossible': False}
67,john_silvermoon,6758,8.0,8.184965922690743,{'was_impossible': False}
68,kamijoan,9936,5.0,6.70123713455244,{'was_impossible': False}
69,captainlucas,15451,10.0,7.54248178756796,{'was_impossible': False}
70,Chemical_Undead,2107,5.0,7.116656007060737,{'was_impossible': False}
71,ziomalos,10578,7.0,6.465978642472897,{'was_impossible': False}
72,Zed_Astaroth,28069,6.0,7.0965950490071315,{'was_impossible': False}
73,KurokawaRyou,2873,7.0,6.774362106193481,{'was_impossible': False}
74,Shouichirou,3616,7.0,7.451470363538748,{'was_impossible': False}
75,kaczy,6682,6.0,4.687515322034905,{'was_impossible': False}
76,SisselMarston,22859,6.0,6.879520142754463,{'was_impossible': False}
77,ChilledKomodo,13807,8.0,7.979176348468571,{'was_impossible': False}
78,victorianskiy,30,10.0,8.485893912173248,{'was_impossible': False}
79,DragonKL26,13125,9.0,7.4960780391249235,{'was_impossible': False}
80,CoyBoy,23985,10.0,8.695547581001794,{'was_impossible': False}
81,Vergelanimefan,10588,9.0,9.375473743727644,{'was_impossible': False}
82,RoboleX,32936,7.0,6.565053298403853,{'was_impossible': False}
83,AnotherWish,3002,9.0,8.346968058970658,{'was_impossible': False}
84,Usui-Nero,28497,8.0,7.919040783782754,{'was_impossible': False}
85,Croissant07,8557,8.0,8.514240772228904,{'was_impossible': False}
86,shamanmiyo,123,10.0,7.763264032629028,{'was_impossible': False}
87,ulyna,5356,9.0,7.90190410361642,{'was_impossible': False}
88,Ehmahixessehihem,23673,5.0,5.792599453391614,{'was_impossible': False}
89,Karyna,34933,8.0,8.416779328652048,{'was_impossible': False}
90,HarunoSakura,3455,8.0,7.745120667665605,{'was_impossible': False}
91,dracozauryks,11843,7.0,7.093687564902297,{'was_impossible': False}
92,godT,981,10.0,9.026202688687194,{'was_impossible': False}
93,LadyTomoyo,15451,7.0,7.551657204734916,{'was_impossible': False}
94,astranagant25,1005,6.0,8.082369515627601,{'was_impossible': False}
95,reira,18245,8.0,8.235201438309074,{'was_impossible': False}
96,goldygold,1482,10.0,9.673450862979546,{'was_impossible': False}
97,S-52,14227,6.0,6.4871961085746035,{'was_impossible': False}
98,Shouichirou,28979,8.0,7.42756076546734,{'was_impossible': False}
99,ooribaba_mama,11617,7.0,6.31661541044833,{'was_impossible': False}
100,ziomalos,1060,8.0,7.297145079612745,{'was_impossible': False}
101,EvilAEC,19221,7.0,7.419535246319755,{'was_impossible': False}
102,Awaltir,8246,8.0,7.562921399605377,{'was_impossible': False}
103,lightofzeref,2759,8.0,7.787487519687667,{'was_impossible': False}
104,RedQueenifcation,3594,8.0,7.97765210592463,{'was_impossible': False}
105,Azurien,227,9.0,7.537003957601019,{'was_impossible': False}
106,AnessMechaelis,3588,6.0,5.8158196826364845,{'was_impossible': False}
107,paulz,2026,9.0,8.174294487309462,{'was_impossible': False}
108,Josay,2759,7.0,6.863864237459325,{'was_impossible': False}
109,Kanoe-san,986,9.0,7.453760410118368,{'was_impossible': False}
110,shanoliu,10464,6.0,7.856472368573606,{'was_impossible': False}
111,Paolo_58,34176,8.0,7.231660172687329,{'was_impossible': False}
112,Cinx,1699,8.0,7.067428758808047,{'was_impossible': False}
113,TheMightyKawama,849,9.0,9.26419931516392,{'was_impossible': False}
114,OtakuBaz,10080,9.0,7.902636323890029,{'was_impossible': False}
115,propheaker,20,6.0,7.031161947918366,{'was_impossible': False}
116,Vanroy17,1868,10.0,7.544682008166572,{'was_impossible': False}
117,NeoSpectre,16762,8.0,7.416242628623985,{'was_impossible': False}
118,koy,1686,7.0,7.363504715841327,{'was_impossible': False}
119,prab16,2581,10.0,10.0,{'was_impossible': False}
120,LigerZero248,6547,10.0,9.780409831046619,{'was_impossible': False}
121,DeadSnow24th,1723,7.0,5.899515086855351,{'was_impossible': False}
122,nicnac,527,7.0,8.05420035946261,{'was_impossible': False}
123,Kami_yar0,223,10.0,8.927353487862671,{'was_impossible': False}
124,TNinja,6707,9.0,7.442897976350689,{'was_impossible': False}
125,Ehmahixessehihem,21,9.0,6.71724505960966,{'was_impossible': False}
126,DukeofMurk,34542,7.0,7.266223045828585,{'was_impossible': False}
127,bigkfc2k8,2605,9.0,8.81284074365515,{'was_impossible': False}
128,andyjin7777,591,8.0,7.722968372783151,{'was_impossible': False}
129,Chi_exe,10711,7.0,7.79644944233937,{'was_impossible': False}
130,Luica,157,7.0,7.391083786346991,{'was_impossible': False}
131,Mogura,248,8.0,7.064482830293924,{'was_impossible': False}
132,NeoSpectre,13939,7.0,8.105569195648473,{'was_impossible': False}
133,Scieska,2148,2.0,6.09343399588043,{'was_impossible': False}
134,Jorbeany,32182,7.0,7.558818576184484,{'was_impossible': False}
135,Junjou9,8915,7.0,6.572138046124014,{'was_impossible': False}
136,Arkan4ik,2963,7.0,6.786508265977816,{'was_impossible': False}
137,Josh001,618,6.0,6.653853516285641,{'was_impossible': False}
138,hampedahl,10793,9.0,8.782877980277169,{'was_impossible': False}
139,LeonoraLibra,14397,10.0,8.240644797295529,{'was_impossible': False}
140,EnkushIkari,457,9.0,8.114692649820052,{'was_impossible': False}
141,xDivinityXD,14811,8.0,9.047460763484127,{'was_impossible': False}
142,Hota-chan,3785,9.0,7.95614449089184,{'was_impossible': False}
143,Magaera,8074,8.0,7.801129002151993,{'was_impossible': False}
144,Zed_Astaroth,32262,4.0,5.2319482528255525,{'was_impossible': False}
145,taurenmale,886,8.0,8.556847244372383,{'was_impossible': False}
146,Karyna,23233,7.0,7.326443085834549,{'was_impossible': False}
147,Phlanel,2890,10.0,6.5501792980342195,{'was_impossible': False}
148,Arctic_Fox,2025,8.0,8.21535963824448,{'was_impossible': False}
149,cutepup,4898,8.0,5.807068483883387,{'was_impossible': False}
150,Temponly,1815,7.0,6.577929483070127,{'was_impossible': False}
151,Duer,14283,8.0,7.280346813613202,{'was_impossible': False}
152,AisBarbs,2251,6.0,5.394780794045002,{'was_impossible': False}
153,Vla,13655,10.0,7.569140046560982,{'was_impossible': False}
154,astranagant25,76,8.0,8.062072027130961,{'was_impossible': False}
155,RoboleX,28309,6.0,7.11991209462127,{'was_impossible': False}
156,Darkani,10087,7.0,8.677709684580961,{'was_impossible': False}
157,Bryce-kun,12355,9.0,8.539048106953013,{'was_impossible': False}
158,Arshya,5341,9.0,9.306547618553816,{'was_impossible': False}
159,Vash115,32281,10.0,9.450452385531797,{'was_impossible': False}
160,Usui-Nero,21353,9.0,7.878295982393199,{'was_impossible': False}
161,Toshi13,14647,7.0,7.603699369591396,{'was_impossible': False}
162,sparc,6500,1.0,3.583107301232972,{'was_impossible': False}
163,ziomalos,8481,7.0,7.545005384463503,{'was_impossible': False}
164,VR-Yan,30503,8.0,9.079417287360037,{'was_impossible': False}
165,Ishin,5958,7.0,7.914538023280101,{'was_impossible': False}
166,Fire__Phoenix,18397,8.0,8.557189538482742,{'was_impossible': False}
167,S-52,121,7.0,7.282655784445403,{'was_impossible': False}
168,nanko2006,10588,10.0,9.721914615382635,{'was_impossible': False}
169,xDivinityXD,819,9.0,8.416846146959347,{'was_impossible': False}
170,Lyouts,153,7.0,6.988868572098453,{'was_impossible': False}
171,Silverphox13,157,8.0,8.571463621733155,{'was_impossible': False}
172,yameeka,77,8.0,6.537022383081745,{'was_impossible': False}
173,LeonoraLibra,31478,7.0,9.451163960297649,{'was_impossible': False}
174,ANIMkka,25183,8.0,7.495375177228281,{'was_impossible': False}
175,-Axel-,856,8.0,8.283854455187582,{'was_impossible': False}
176,GF-Tobi,27831,9.0,8.124313467715714,{'was_impossible': False}
177,Aelphais,7311,9.0,9.895115422478067,{'was_impossible': False}
178,KarokuChan,390,7.0,8.234112170959271,{'was_impossible': False}
179,Paradigme,29786,8.0,6.090737663872697,{'was_impossible': False}
180,Gabi666,513,10.0,9.529676207488695,{'was_impossible': False}
181,Klains,10161,10.0,6.449978394841006,{'was_impossible': False}
182,czerkill,30187,8.0,8.621614381297535,{'was_impossible': False}
183,Rowan93,18619,8.0,6.243319298624883,{'was_impossible': False}
184,Elaclairee,908,5.0,7.262949524752391,{'was_impossible': False}
185,karnagecake,17505,1.0,4.624670218560377,{'was_impossible': False}
186,And24,17725,7.0,7.705601321957998,{'was_impossible': False}
187,Nagicch,4814,10.0,7.384641397393558,{'was_impossible': False}
188,xandra_moon09,20,8.0,7.787622794664793,{'was_impossible': False}
189,ShinKai,7592,7.0,7.244284468252453,{'was_impossible': False}
190,Shouichirou,6444,8.0,7.755366502885872,{'was_impossible': False}
191,szakulys,4999,9.0,7.381005177721809,{'was_impossible': False}
192,ziomalos,1998,7.0,5.609907432116149,{'was_impossible': False}
193,broodo,30694,8.0,6.715634414994489,{'was_impossible': False}
194,Amartyo,34240,5.0,8.848226967151081,{'was_impossible': False}
195,Yavimaya,23587,8.0,7.292830762748889,{'was_impossible': False}
196,Ura,8424,6.0,5.9689857445541845,{'was_impossible': False}
197,hampedahl,12293,6.0,7.661965120419125,{'was_impossible': False}
198,naki,5300,8.0,8.367072039994847,{'was_impossible': False}
199,Annnnnt,8101,7.0,7.807692857082229,{'was_impossible': False}
200,Nene-tan,379,10.0,8.12795419523175,{'was_impossible': False}
201,Duer,9367,8.0,6.807827186358848,{'was_impossible': False}
202,Takala,32083,7.0,6.783944538877905,{'was_impossible': False}
203,xDivinityXD,15313,8.0,7.914343076777957,{'was_impossible': False}
204,CrixuAMG,11433,7.0,6.745360566434478,{'was_impossible': False}
205,-Savante-,10713,6.0,7.61454876944106,{'was_impossible': False}
206,dark_yoolia,408,7.0,7.598525230282014,{'was_impossible': False}
207,HarunoSakura,1535,9.0,9.600693163598507,{'was_impossible': False}
208,Biglud,28171,8.0,8.447178683016087,{'was_impossible': False}
209,Fou-Lou,156,7.0,6.899130936229968,{'was_impossible': False}
210,KKDW,5342,8.0,7.65050353703135,{'was_impossible': False}
211,Luica,30895,8.0,6.922919290840373,{'was_impossible': False}
212,LuneLibre,79,5.0,4.220407362395721,{'was_impossible': False}
213,Josay,33506,7.0,6.187091074940465,{'was_impossible': False}
214,Niev-sama,20543,7.0,7.263669384158139,{'was_impossible': False}
215,xKunek,10020,8.0,7.206063113293073,{'was_impossible': False}
216,UKCurari,591,4.0,6.456045406400398,{'was_impossible': False}
217,magraun,15689,10.0,9.389678749527457,{'was_impossible': False}
218,Josh001,1915,7.0,8.303034899411736,{'was_impossible': False}
219,Khilandros,20,8.0,9.245819745222793,{'was_impossible': False}
220,DarkFireblaze28,12365,7.0,8.215211278703865,{'was_impossible': False}
221,darthghost,33206,8.0,7.8928793418088405,{'was_impossible': False}
222,DarksideLawliet,31143,5.0,6.176090739802684,{'was_impossible': False}
223,kamijoan,9736,8.0,7.206184051577114,{'was_impossible': False}
224,Stingfang,31580,4.0,6.082695986949592,{'was_impossible': False}
225,Boethia,5530,8.0,7.339023342610309,{'was_impossible': False}
226,Kurocon,13759,6.0,8.79084690037113,{'was_impossible': False}
227,Botanchan,7674,9.0,9.79370985473228,{'was_impossible': False}
228,A_Singh23,33352,10.0,7.990661238011901,{'was_impossible': False}
229,Edeor,321,4.0,6.283952507629485,{'was_impossible': False}
230,ocyboss,7647,9.0,7.902343093603477,{'was_impossible': False}
231,Panda_kabob,2685,3.0,7.910770746791553,{'was_impossible': False}
232,brendaspencer,11111,8.0,8.96775348398371,{'was_impossible': False}
233,Pururut-sama,918,8.0,6.330435497329175,{'was_impossible': False}
234,Clefairy_Nanashi,9515,6.0,6.689778874915558,{'was_impossible': False}
235,allyegra,16067,10.0,9.199515757141263,{'was_impossible': False}
236,_P4NS1LUUU_,30727,10.0,8.901028973148469,{'was_impossible': False}
237,shouAdZ_MAL,30895,8.0,7.197947973031097,{'was_impossible': False}
238,espada13,901,8.0,7.854072065894387,{'was_impossible': False}
239,-Sato-,14283,7.0,7.613993503790438,{'was_impossible': False}
240,Morakillo,16049,9.0,8.751401617217176,{'was_impossible': False}
241,Auriolus,31772,8.0,7.5318775792593025,{'was_impossible': False}
242,Saori-chan,3322,8.0,7.482106247661318,{'was_impossible': False}
243,oddsety,20,3.0,8.365981358356585,{'was_impossible': False}
244,Seera-fi,132,6.0,7.714693120242534,{'was_impossible': False}
245,reira,12695,8.0,7.358364783002349,{'was_impossible': False}
246,Hota-chan,1121,7.0,6.3760551546106905,{'was_impossible': False}
247,anatema,3785,9.0,7.569389215107498,{'was_impossible': False}
248,Sylethom,32937,8.0,6.956505323339249,{'was_impossible': False}
249,yameeka,13659,6.0,5.418990465867752,{'was_impossible': False}
250,CoyBoy,9366,10.0,9.381028876369674,{'was_impossible': False}
251,Arshya,936,10.0,8.058965937920291,{'was_impossible': False}
252,Knighty,21845,7.0,6.644508098159333,{'was_impossible': False}
253,raduccio,517,9.0,7.627073628227498,{'was_impossible': False}
254,Shouichirou,30279,8.0,8.369713229321484,{'was_impossible': False}
255,Dragon_Slayer_X,1557,8.0,8.112662963670571,{'was_impossible': False}
256,AnaEmdi,4551,3.0,6.49504783587603,{'was_impossible': False}
257,Neko20,223,6.0,8.583108019111533,{'was_impossible': False}
258,Yukisss,20507,8.0,7.795975544119828,{'was_impossible': False}
259,Shi_a,11761,3.0,6.378305305281269,{'was_impossible': False}
260,MisDiagnosed,13619,9.0,8.61136880583069,{'was_impossible': False}
261,yeTeh,26243,8.0,7.465610858168899,{'was_impossible': False}
262,Shi_a,195,6.0,5.953928542828378,{'was_impossible': False}
263,angiecookie,9617,8.0,8.797322309036758,{'was_impossible': False}
264,PuppGod,23283,9.0,7.882329624473165,{'was_impossible': False}
265,COpeter,3470,8.0,7.1115736259321185,{'was_impossible': False}
266,Chemical_Undead,5177,7.0,7.193596225342419,{'was_impossible': False}
267,Friddan,14345,6.0,6.584467765815455,{'was_impossible': False}
268,nekocink,33003,6.0,7.200362889201868,{'was_impossible': False}
269,Lyouts,10396,7.0,6.712514644264475,{'was_impossible': False}
270,mudjoe2,3228,10.0,9.434732335557936,{'was_impossible': False}
271,Arcadian_Legend,597,9.0,8.44512885446091,{'was_impossible': False}
272,TKHilton,9756,8.0,7.965751542256611,{'was_impossible': False}
273,doggyguard,2904,10.0,9.506746196051836,{'was_impossible': False}
274,Edeor,899,6.0,6.759971543533251,{'was_impossible': False}
275,TrickMirror,19369,8.0,7.160601196191889,{'was_impossible': False}
276,Dokke,11843,8.0,8.541807947988485,{'was_impossible': False}
277,Torah,174,8.0,8.716295861287717,{'was_impossible': False}
278,dioshio,27,6.0,5.8657325866280985,{'was_impossible': False}
279,kamijoan,33091,9.0,7.536807517712872,{'was_impossible': False}
280,sparc,93,10.0,7.508709672501505,{'was_impossible': False}
281,Silverphox13,457,9.0,9.103163592372624,{'was_impossible': False}
282,allyegra,1847,9.0,7.929334589282093,{'was_impossible': False}
283,Sakura918,10080,10.0,9.839474194635105,{'was_impossible': False}
284,Iandaar,8525,10.0,8.79074658674381,{'was_impossible': False}
285,Shunnsuke,11743,10.0,8.506750958833265,{'was_impossible': False}
286,xDivinityXD,15125,5.0,8.007129856998064,{'was_impossible': False}
287,Shouichirou,4896,9.0,8.388373852856951,{'was_impossible': False}
288,the12thdoctor,4063,7.0,6.703115976702049,{'was_impossible': False}
289,corvuscora,9656,6.0,7.234092208003831,{'was_impossible': False}
290,niintysix,10020,10.0,8.30979487244389,{'was_impossible': False}
291,Croissant07,14669,9.0,8.875157768068402,{'was_impossible': False}
292,Annnnnt,6984,10.0,9.209482712957344,{'was_impossible': False}
293,Pierek,417,8.0,6.706923336438123,{'was_impossible': False}
294,KhaozNinja,225,5.0,8.478918713800882,{'was_impossible': False}
295,Shouichirou,23945,8.0,7.369229541151094,{'was_impossible': False}
296,xacthashtag,1698,8.0,6.399125329989023,{'was_impossible': False}
297,Yakuhl,6637,9.0,7.464414744973159,{'was_impossible': False}
298,LongLimbs,36934,8.0,6.52014430064889,{'was_impossible': False}
299,Takala,7774,6.0,7.557468912734555,{'was_impossible': False}
300,crockmez,5300,8.0,8.505933537607431,{'was_impossible': False}
301,waldorfian,731,9.0,8.452218629783518,{'was_impossible': False}
302,Kami_yar0,34480,8.0,7.95862387726113,{'was_impossible': False}
303,Takala,22225,7.0,6.837631832413756,{'was_impossible': False}
304,kamijoan,19285,7.0,7.037625788757337,{'was_impossible': False}
305,Kanoe-san,11917,9.0,8.07374622151901,{'was_impossible': False}
306,shanoliu,2409,5.0,7.23980529588032,{'was_impossible': False}
307,Terrorking,356,7.0,7.013852412205305,{'was_impossible': False}
308,AnotherWish,19211,6.0,6.515600249832534,{'was_impossible': False}
309,PIT263,11697,4.0,7.1154530627823585,{'was_impossible': False}
310,Number_8,8408,7.0,8.452594032592385,{'was_impossible': False}
311,Zed_Astaroth,32013,3.0,5.640397787126409,{'was_impossible': False}
312,Kohtachi,18041,9.0,7.5962487310188855,{'was_impossible': False}
313,wiseowl,1521,9.0,7.007707110473453,{'was_impossible': False}
314,Shouichirou,8908,7.0,7.345500310448482,{'was_impossible': False}
315,Iandaar,65,8.0,8.016117811452505,{'was_impossible': False}
316,RoboleX,1067,6.0,5.603968602728042,{'was_impossible': False}
317,erezd,31404,7.0,6.453488792725367,{'was_impossible': False}
318,Lyouts,269,6.0,6.759144506779216,{'was_impossible': False}
319,lednera,24405,8.0,5.48774073019745,{'was_impossible': False}
320,Hota-chan,8438,6.0,6.630556471272497,{'was_impossible': False}
321,Cloudiez,33746,7.0,6.607737188882541,{'was_impossible': False}
322,mishameph,449,5.0,6.334271394141102,{'was_impossible': False}
323,Pikena,2025,9.0,7.695873699370775,{'was_impossible': False}
324,Marcusss,2129,3.0,8.083918934986306,{'was_impossible': False}
325,KenpachiNoPein,270,5.0,7.965840386782131,{'was_impossible': False}
326,mindex475,234,7.0,6.790863452202848,{'was_impossible': False}
327,Ashizuma,53,7.0,6.279199415180213,{'was_impossible': False}
328,Nightlee,527,10.0,7.791872705183388,{'was_impossible': False}
329,Nibji,1581,8.0,8.274242285623282,{'was_impossible': False}
330,AcousticHearts,189,9.0,9.154532982554578,{'was_impossible': False}
331,KKDW,31376,9.0,8.895079106202388,{'was_impossible': False}
332,Caslanthe,3092,5.0,7.51043792890802,{'was_impossible': False}
333,Funni_Yamato,1642,6.0,6.568792209178554,{'was_impossible': False}
334,laddy87,11021,9.0,8.466810412460614,{'was_impossible': False}
335,6syn6,687,6.0,7.669493364562699,{'was_impossible': False}
336,CoolBreez3,5675,9.0,7.146245978615603,{'was_impossible': False}
337,Koenie,28623,6.0,5.814070225921995,{'was_impossible': False}
338,Nene-tan,6702,10.0,8.012063693364658,{'was_impossible': False}
339,sumikk0,597,9.0,8.457911689517994,{'was_impossible': False}
340,koreanwalker,1384,5.0,6.716913976080337,{'was_impossible': False}
341,WaHwA,17341,7.0,5.097728182095293,{'was_impossible': False}
342,bestpsychosean,9756,9.0,8.56595367560589,{'was_impossible': False}
343,SteelBlue,5341,8.0,9.373093073279565,{'was_impossible': False}
344,ziomalos,7588,7.0,7.778150644736432,{'was_impossible': False}
345,Enjeru,27417,6.0,7.537989911712285,{'was_impossible': False}
346,Marshall_Law,16005,7.0,7.829436124226585,{'was_impossible': False}
347,propheaker,90,8.0,6.447545284680416,{'was_impossible': False}
348,astranagant25,90,10.0,9.312051288727552,{'was_impossible': False}
349,OtakuHipster,1575,6.0,8.857302693314029,{'was_impossible': False}
350,Terrorking,18247,4.0,3.86270111216953,{'was_impossible': False}
351,Scieska,16782,10.0,8.468670139354273,{'was_impossible': False}
352,Hota-chan,21497,7.0,6.631252746522414,{'was_impossible': False}
353,Xytriz,9253,10.0,9.830020018849533,{'was_impossible': False}
354,xDaboi,2001,9.0,9.863241820357239,{'was_impossible': False}
355,squill,32281,10.0,8.584505249150531,{'was_impossible': False}
356,Marlin_230,31439,4.0,7.082391245565251,{'was_impossible': False}
357,Rogerli10,391,8.0,8.183456001355152,{'was_impossible': False}
358,LeonoraLibra,3572,10.0,8.509257630013037,{'was_impossible': False}
359,ZombyOfNight,7088,2.0,5.555770358540536,{'was_impossible': False}
360,Yuzuku,5958,8.0,7.466976807691499,{'was_impossible': False}
361,Enjeru,1561,7.0,8.80921664851772,{'was_impossible': False}
362,Mikael11,33486,10.0,8.413123790639899,{'was_impossible': False}
363,ziomalos,5081,9.0,8.289274055839709,{'was_impossible': False}
364,hampedahl,12677,8.0,7.203283052379792,{'was_impossible': False}
365,shyguy,7674,6.0,7.550525710501093,{'was_impossible': False}
366,Mewfeuille,28805,9.0,9.054705219860647,{'was_impossible': False}
367,Duer,10611,7.0,7.125254784664398,{'was_impossible': False}
368,FrancisUnderwood,11701,5.0,6.178193051704664,{'was_impossible': False}
369,Amartyo,19,10.0,9.311774326146246,{'was_impossible': False}
370,TheSadisticGod,13939,4.0,6.0843993888048,{'was_impossible': False}
371,Ausemere,36308,7.0,6.627616760652826,{'was_impossible': False}
372,Cinx,10620,7.0,7.262059755492269,{'was_impossible': False}
373,Shouichirou,11061,10.0,8.477768045181834,{'was_impossible': False}
374,TrickMirror,31636,7.0,6.86620372162629,{'was_impossible': False}
375,XoBkA,1604,6.0,8.206134803785607,{'was_impossible': False}
376,NeoSpectre,12445,9.0,7.581623744263224,{'was_impossible': False}
377,Marshall_Law,18897,6.0,7.582797244739054,{'was_impossible': False}
378,czerkill,6768,8.0,9.023717585570457,{'was_impossible': False}
379,Queroga,232,8.0,7.682660688112474,{'was_impossible': False}
380,thedciple,513,9.0,8.573515656841913,{'was_impossible': False}
381,Dragon-Reborn,16001,8.0,8.574295832524825,{'was_impossible': False}
382,daN-_zO,177,9.0,6.922213906669114,{'was_impossible': False}
383,valerio1232,30347,7.0,6.87968514625667,{'was_impossible': False}
384,Pururut-sama,813,5.0,5.966569692971561,{'was_impossible': False}
385,mortdread,6880,5.0,6.819308787624538,{'was_impossible': False}
386,navizoan,28999,7.0,7.682489759830464,{'was_impossible': False}
387,dracozauryks,3588,7.0,7.950157742753508,{'was_impossible': False}
388,Jorbeany,28121,9.0,7.850974479039204,{'was_impossible': False}
389,mishameph,16498,8.0,7.804169372559701,{'was_impossible': False}
390,pure_cure,1489,7.0,5.283047425011334,{'was_impossible': False}
391,AAV-Afro-Unit,1566,5.0,5.99164496280515,{'was_impossible': False}
392,ThePKNess,2787,9.0,8.280736305747265,{'was_impossible': False}
393,ZombyOfNight,269,8.0,6.946086635834177,{'was_impossible': False}
394,Black_Swanny,5681,7.0,8.518159572576053,{'was_impossible': False}
395,RoboleX,30885,8.0,7.979263812992001,{'was_impossible': False}
396,Vla,11103,9.0,7.714055032956892,{'was_impossible': False}
397,lednera,30296,5.0,6.931365554505336,{'was_impossible': False}
398,Revan67,155,7.0,7.469770073905465,{'was_impossible': False}
399,nenetm,235,7.0,7.86973433098183,{'was_impossible': False}
400,RedQueenifcation,451,9.0,8.055922317316902,{'was_impossible': False}
401,bakaneko3115,888,5.0,7.464199226976454,{'was_impossible': False}
402,Melita_H,9919,8.0,8.01336701009557,{'was_impossible': False}
403,LigerZero248,16001,10.0,10.0,{'was_impossible': False}
404,SoulEater29,22729,10.0,8.289988325332205,{'was_impossible': False}
405,Johnes,1535,9.0,8.881808107857703,{'was_impossible': False}
406,Tine_Melkal,28851,10.0,7.552823167450129,{'was_impossible': False}
407,Farhana_Luba,1691,7.0,7.389701017869353,{'was_impossible': False}
