,uid,iid,r_ui,est,details
116,Vanroy17,1868,10.0,7.533149231528985,{'was_impossible': False}
117,NeoSpectre,16762,8.0,6.658041777479948,{'was_impossible': False}
118,koy,1686,7.0,6.944089404355398,{'was_impossible': False}
119,prab16,2581,10.0,9.086998269241535,{'was_impossible': False}
120,LigerZero248,6547,10.0,10.0,{'was_impossible': False}
121,DeadSnow24th,1723,7.0,4.651006076218464,{'was_impossible': False}
122,nicnac,527,1.4,8.408553758457233,{'was_impossible': False}
123,Kami_yar0,223,10.0,9.454009342001415,{'was_impossible': False}
124,TNinja,6707,9.0,9.150440095937107,{'was_impossible': False}
125,Ehmahixessehihem,21,5.4,2.7701117382668006,{'was_impossible': False}
126,DukeofMurk,34542,7.0,7.716289655668618,{'was_impossible': False}
127,bigkfc2k8,2605,9.0,8.829768784625296,{'was_impossible': False}
128,andyjin7777,591,8.0,7.4910341086003305,{'was_impossible': False}
129,Chi_exe,10711,7.0,7.900881739363749,{'was_impossible': False}
130,Luica,157,7.0,7.572870696122557,{'was_impossible': False}
131,Mogura,248,8.0,6.437054900715723,{'was_impossible': False}
132,NeoSpectre,13939,7.0,7.377862502376298,{'was_impossible': False}
133,Scieska,2148,2.0,5.769487058993255,{'was_impossible': False}
134,Jorbeany,32182,7.0,6.975070116361445,{'was_impossible': False}
135,Junjou9,8915,1.4,5.814263586582041,{'was_impossible': False}
136,Arkan4ik,2963,7.0,7.224509795467933,{'was_impossible': False}
137,Josh001,618,6.0,6.5703556652148585,{'was_impossible': False}
138,hampedahl,10793,9.0,7.326832416016527,{'was_impossible': False}
139,LeonoraLibra,14397,6.0,7.687401034260084,{'was_impossible': False}
140,EnkushIkari,457,9.0,9.024166333039126,{'was_impossible': False}
141,xDivinityXD,14811,8.0,7.579980722693005,{'was_impossible': False}
142,Hota-chan,3785,9.0,7.81163349781161,{'was_impossible': False}
143,Magaera,8074,8.0,7.931020160750867,{'was_impossible': False}
144,Zed_Astaroth,32262,0.8,4.670343782999529,{'was_impossible': False}
145,taurenmale,886,8.0,8.213070229069876,{'was_impossible': False}
146,Karyna,23233,7.0,6.790175808832239,{'was_impossible': False}
147,Phlanel,2890,10.0,7.216469066309306,{'was_impossible': False}
148,Arctic_Fox,2025,8.0,7.85467971900034,{'was_impossible': False}
149,cutepup,4898,8.0,6.2656160730542005,{'was_impossible': False}
150,Temponly,1815,7.0,6.345807478134681,{'was_impossible': False}
151,Duer,14283,8.0,8.265467624569201,{'was_impossible': False}
152,AisBarbs,2251,6.0,4.513989034226972,{'was_impossible': False}
153,Vla,13655,10.0,6.375214514640646,{'was_impossible': False}
154,astranagant25,76,8.0,8.089529831062764,{'was_impossible': False}
155,RoboleX,28309,6.0,6.662997004583983,{'was_impossible': False}
156,Darkani,10087,7.0,9.075620880574112,{'was_impossible': False}
157,Bryce-kun,12355,9.0,8.120139067058906,{'was_impossible': False}
158,Arshya,5341,9.0,10.0,{'was_impossible': False}
159,Vash115,32281,10.0,9.069273235618772,{'was_impossible': False}
160,Usui-Nero,21353,9.0,7.992473244363569,{'was_impossible': False}
161,Toshi13,14647,7.0,7.570019017967364,{'was_impossible': False}
162,sparc,6500,1.0,4.106999904102374,{'was_impossible': False}
163,ziomalos,8481,7.0,7.293713758920647,{'was_impossible': False}
164,VR-Yan,30503,8.0,9.154585673582062,{'was_impossible': False}
165,Ishin,5958,7.0,7.9270290079808285,{'was_impossible': False}
166,Fire__Phoenix,18397,8.0,7.6322857972502325,{'was_impossible': False}
167,S-52,121,7.0,7.724263504950167,{'was_impossible': False}
168,nanko2006,10588,10.0,9.968729179795186,{'was_impossible': False}
169,xDivinityXD,819,9.0,6.268080927054559,{'was_impossible': False}
170,Lyouts,153,7.0,3.531825678321316,{'was_impossible': False}
171,Silverphox13,157,8.0,6.98577484877604,{'was_impossible': False}
172,yameeka,77,8.0,7.250842384872089,{'was_impossible': False}
173,LeonoraLibra,31478,4.2,9.356174971326109,{'was_impossible': False}
174,ANIMkka,25183,8.0,7.7941482610408395,{'was_impossible': False}
175,-Axel-,856,8.0,6.474652823246372,{'was_impossible': False}
176,GF-Tobi,27831,9.0,7.6034952956881305,{'was_impossible': False}
177,Aelphais,7311,9.0,9.108016464688223,{'was_impossible': False}
178,KarokuChan,390,1.4,7.384009703509661,{'was_impossible': False}
179,Paradigme,29786,8.0,6.394019288562424,{'was_impossible': False}
180,Gabi666,513,10.0,9.85513031193346,{'was_impossible': False}
181,Klains,10161,10.0,5.959575134004925,{'was_impossible': False}
182,czerkill,30187,3.2,8.328047260066022,{'was_impossible': False}
183,Rowan93,18619,8.0,5.693233315075425,{'was_impossible': False}
184,Elaclairee,908,5.0,7.9468690777118,{'was_impossible': False}
185,karnagecake,17505,0.2,3.614747905213799,{'was_impossible': False}
186,And24,17725,7.0,7.748118963920696,{'was_impossible': False}
187,Nagicch,4814,10.0,7.926455489106196,{'was_impossible': False}
188,xandra_moon09,20,4.8,5.971069811539585,{'was_impossible': False}
189,ShinKai,7592,7.0,7.857431009666229,{'was_impossible': False}
190,Shouichirou,6444,8.0,8.26390089615056,{'was_impossible': False}
191,szakulys,4999,9.0,7.706847025666556,{'was_impossible': False}
192,ziomalos,1998,7.0,5.871986159426576,{'was_impossible': False}
193,broodo,30694,8.0,6.0324151130388515,{'was_impossible': False}
194,Amartyo,34240,5.0,8.57131713653064,{'was_impossible': False}
195,Yavimaya,23587,8.0,6.060047156029428,{'was_impossible': False}
196,Ura,8424,6.0,5.537292619352241,{'was_impossible': False}
197,hampedahl,12293,2.4,6.028670588569818,{'was_impossible': False}
198,naki,5300,8.0,7.501153961958222,{'was_impossible': False}
199,Annnnnt,8101,7.0,7.7919634707882395,{'was_impossible': False}
200,Nene-tan,379,10.0,8.958241242485721,{'was_impossible': False}
201,Duer,9367,8.0,7.69343434697149,{'was_impossible': False}
202,Takala,32083,7.0,6.930969673402575,{'was_impossible': False}
203,xDivinityXD,15313,8.0,7.318893560600442,{'was_impossible': False}
204,CrixuAMG,11433,7.0,6.084057942978804,{'was_impossible': False}
205,-Savante-,10713,6.0,7.761993559575386,{'was_impossible': False}
206,dark_yoolia,408,7.0,7.179010508124259,{'was_impossible': False}
207,HarunoSakura,1535,9.0,7.658789296152607,{'was_impossible': False}
208,Biglud,28171,8.0,8.824870788182889,{'was_impossible': False}
209,Fou-Lou,156,7.0,7.013898688129877,{'was_impossible': False}
210,KKDW,5342,8.0,7.526394176102071,{'was_impossible': False}
211,Luica,30895,8.0,7.2299448008933105,{'was_impossible': False}
212,LuneLibre,79,5.0,5.5472198585936185,{'was_impossible': False}
213,Josay,33506,7.0,4.9548711411932125,{'was_impossible': False}
214,Niev-sama,20543,7.0,7.273305358735969,{'was_impossible': False}
215,xKunek,10020,8.0,7.423192317155306,{'was_impossible': False}
216,UKCurari,591,0.8,6.383588176365577,{'was_impossible': False}
217,magraun,15689,10.0,8.466033376315734,{'was_impossible': False}
218,Josh001,1915,7.0,7.313835986985312,{'was_impossible': False}
219,Khilandros,20,8.0,9.406744894666291,{'was_impossible': False}
220,DarkFireblaze28,12365,7.0,6.251225303074613,{'was_impossible': False}
221,darthghost,33206,8.0,7.672733749046108,{'was_impossible': False}
222,DarksideLawliet,31143,5.0,7.128235874133841,{'was_impossible': False}
223,kamijoan,9736,8.0,7.273110655890093,{'was_impossible': False}
224,Stingfang,31580,4.0,6.001114650353259,{'was_impossible': False}
225,Boethia,5530,8.0,9.27819143366398,{'was_impossible': False}
226,Kurocon,13759,6.0,8.470930443909364,{'was_impossible': False}
227,Botanchan,7674,9.0,10.0,{'was_impossible': False}
228,A_Singh23,33352,10.0,7.974179203540395,{'was_impossible': False}
229,Edeor,321,4.0,5.368466730145955,{'was_impossible': False}
230,ocyboss,7647,9.0,7.469328884374292,{'was_impossible': False}
231,Panda_kabob,2685,3.0,8.221242083855799,{'was_impossible': False}
232,brendaspencer,11111,8.0,9.08860576193619,{'was_impossible': False}
233,Pururut-sama,918,8.0,3.196842571516549,{'was_impossible': False}
234,Clefairy_Nanashi,9515,6.0,7.280453699633273,{'was_impossible': False}
235,allyegra,16067,10.0,6.962162211671818,{'was_impossible': False}
236,_P4NS1LUUU_,30727,10.0,9.487446401210784,{'was_impossible': False}
237,shouAdZ_MAL,30895,8.0,6.91174191811804,{'was_impossible': False}
238,espada13,901,8.0,8.024150630970544,{'was_impossible': False}
239,-Sato-,14283,7.0,8.035045484933084,{'was_impossible': False}
240,Morakillo,16049,9.0,7.768566104420485,{'was_impossible': False}
241,Auriolus,31772,8.0,7.134386996241536,{'was_impossible': False}
242,Saori-chan,3322,4.8,7.039971191179729,{'was_impossible': False}
243,oddsety,20,0.6,5.82547484510915,{'was_impossible': False}
244,Seera-fi,132,2.4,8.332757060035807,{'was_impossible': False}
245,reira,12695,8.0,7.823956721607818,{'was_impossible': False}
246,Hota-chan,1121,7.0,6.802281868424766,{'was_impossible': False}
247,anatema,3785,9.0,8.008663493364235,{'was_impossible': False}
248,Sylethom,32937,8.0,8.124121208745951,{'was_impossible': False}
249,yameeka,13659,6.0,4.81980729933776,{'was_impossible': False}
250,CoyBoy,9366,10.0,8.889041231329607,{'was_impossible': False}
251,Arshya,936,10.0,8.70654771656986,{'was_impossible': False}
252,Knighty,21845,7.0,5.181863231140137,{'was_impossible': False}
253,raduccio,517,9.0,8.406421547034808,{'was_impossible': False}
254,Shouichirou,30279,8.0,7.840226288592318,{'was_impossible': False}
255,Dragon_Slayer_X,1557,8.0,6.4509796162117805,{'was_impossible': False}
256,AnaEmdi,4551,0.6,6.796446267474996,{'was_impossible': False}
257,Neko20,223,1.2,6.702181780728608,{'was_impossible': False}
258,Yukisss,20507,8.0,8.23224143838967,{'was_impossible': False}
259,Shi_a,11761,3.0,5.7245699734539786,{'was_impossible': False}
260,MisDiagnosed,13619,9.0,7.500951662044808,{'was_impossible': False}
261,yeTeh,26243,8.0,5.601305251501705,{'was_impossible': False}
262,Shi_a,195,6.0,5.9320911497507405,{'was_impossible': False}
263,angiecookie,9617,8.0,8.378318243566651,{'was_impossible': False}
264,PuppGod,23283,9.0,8.736727032550057,{'was_impossible': False}
265,COpeter,3470,8.0,6.611750468864902,{'was_impossible': False}
266,Chemical_Undead,5177,7.0,7.9361453158935245,{'was_impossible': False}
267,Friddan,14345,6.0,5.441306071813135,{'was_impossible': False}
268,nekocink,33003,6.0,6.088464666703562,{'was_impossible': False}
269,Lyouts,10396,7.0,5.095164683452542,{'was_impossible': False}
270,mudjoe2,3228,10.0,9.450284048092128,{'was_impossible': False}
271,Arcadian_Legend,597,9.0,7.447387400701506,{'was_impossible': False}
272,TKHilton,9756,8.0,9.949356469004966,{'was_impossible': False}
273,doggyguard,2904,10.0,8.942265509659405,{'was_impossible': False}
274,Edeor,899,6.0,6.885924766461281,{'was_impossible': False}
275,TrickMirror,19369,8.0,8.007390791500054,{'was_impossible': False}
276,Dokke,11843,8.0,7.3494609549066485,{'was_impossible': False}
277,Torah,174,8.0,8.776040191800572,{'was_impossible': False}
278,dioshio,27,6.0,7.529157829043735,{'was_impossible': False}
279,kamijoan,33091,9.0,8.0290966044948,{'was_impossible': False}
280,sparc,93,10.0,5.086952708933209,{'was_impossible': False}
281,Silverphox13,457,9.0,7.832199759837576,{'was_impossible': False}
282,allyegra,1847,9.0,8.131028995046023,{'was_impossible': False}
283,Sakura918,10080,10.0,9.51390606070697,{'was_impossible': False}
284,Iandaar,8525,10.0,9.355394822238631,{'was_impossible': False}
285,Shunnsuke,11743,10.0,8.620626741765998,{'was_impossible': False}
286,xDivinityXD,15125,5.0,7.531155161114465,{'was_impossible': False}
287,Shouichirou,4896,9.0,8.78923224020518,{'was_impossible': False}
288,the12thdoctor,4063,7.0,7.994573111436513,{'was_impossible': False}
289,corvuscora,9656,6.0,5.333972151326178,{'was_impossible': False}
290,niintysix,10020,10.0,8.450004094043207,{'was_impossible': False}
291,Croissant07,14669,9.0,8.138460099889238,{'was_impossible': False}
292,Annnnnt,6984,10.0,8.935562582316365,{'was_impossible': False}
293,Pierek,417,8.0,6.294866152313965,{'was_impossible': False}
294,KhaozNinja,225,5.0,7.473425980876517,{'was_impossible': False}
295,Shouichirou,23945,8.0,6.099063814573541,{'was_impossible': False}
296,xacthashtag,1698,8.0,6.146863566806839,{'was_impossible': False}
297,Yakuhl,6637,9.0,7.640765191908805,{'was_impossible': False}
298,LongLimbs,36934,4.8,4.746696615268573,{'was_impossible': False}
299,Takala,7774,6.0,7.518209199728924,{'was_impossible': False}
300,crockmez,5300,8.0,7.742363043123758,{'was_impossible': False}
301,waldorfian,731,9.0,6.797500565413399,{'was_impossible': False}
302,Kami_yar0,34480,8.0,8.216961320053752,{'was_impossible': False}
303,Takala,22225,7.0,7.112038544884347,{'was_impossible': False}
304,kamijoan,19285,7.0,6.80588972667142,{'was_impossible': False}
305,Kanoe-san,11917,9.0,7.300977709332515,{'was_impossible': False}
306,shanoliu,2409,1.0,7.336026514497062,{'was_impossible': False}
307,Terrorking,356,7.0,7.943892884365277,{'was_impossible': False}
308,AnotherWish,19211,6.0,7.003116255333645,{'was_impossible': False}
309,PIT263,11697,4.0,6.279521143097762,{'was_impossible': False}
310,Number_8,8408,7.0,7.950837745561925,{'was_impossible': False}
311,Zed_Astaroth,32013,0.6,5.797991184064372,{'was_impossible': False}
312,Kohtachi,18041,9.0,6.468156325492506,{'was_impossible': False}
313,wiseowl,1521,9.0,6.650404928108869,{'was_impossible': False}
314,Shouichirou,8908,7.0,6.832603683818639,{'was_impossible': False}
315,Iandaar,65,8.0,8.91006892842937,{'was_impossible': False}
316,RoboleX,1067,6.0,6.351745137159772,{'was_impossible': False}
317,erezd,31404,7.0,7.269012772094394,{'was_impossible': False}
318,Lyouts,269,1.2,5.2258437237468796,{'was_impossible': False}
319,lednera,24405,8.0,5.422909122356718,{'was_impossible': False}
320,Hota-chan,8438,6.0,6.405348909104008,{'was_impossible': False}
321,Cloudiez,33746,7.0,5.975614815360872,{'was_impossible': False}
322,mishameph,449,5.0,7.020707798126454,{'was_impossible': False}
323,Pikena,2025,9.0,8.352882319928808,{'was_impossible': False}
324,Marcusss,2129,3.0,6.249356048218118,{'was_impossible': False}
325,KenpachiNoPein,270,1.0,5.353470837825986,{'was_impossible': False}
326,mindex475,234,7.0,5.420062107510234,{'was_impossible': False}
327,Ashizuma,53,7.0,5.613311254494301,{'was_impossible': False}
328,Nightlee,527,10.0,6.58777897063418,{'was_impossible': False}
329,Nibji,1581,4.8,8.370307293150553,{'was_impossible': False}
330,AcousticHearts,189,9.0,9.336238281361464,{'was_impossible': False}
331,KKDW,31376,9.0,9.098889917698717,{'was_impossible': False}
332,Caslanthe,3092,5.0,6.272243939589366,{'was_impossible': False}
333,Funni_Yamato,1642,6.0,7.14634700857438,{'was_impossible': False}
334,laddy87,11021,9.0,8.020223510268341,{'was_impossible': False}
335,6syn6,687,6.0,7.344400637740304,{'was_impossible': False}
336,CoolBreez3,5675,9.0,4.551571125047012,{'was_impossible': False}
337,Koenie,28623,6.0,3.463790320521745,{'was_impossible': False}
338,Nene-tan,6702,6.0,6.4822027704749665,{'was_impossible': False}
339,sumikk0,597,9.0,7.68117431909582,{'was_impossible': False}
340,koreanwalker,1384,5.0,5.315993910467051,{'was_impossible': False}
341,WaHwA,17341,7.0,4.111789604990574,{'was_impossible': False}
342,bestpsychosean,9756,9.0,9.005936632863003,{'was_impossible': False}
343,SteelBlue,5341,8.0,7.768772401647454,{'was_impossible': False}
344,ziomalos,7588,7.0,7.233820393425587,{'was_impossible': False}
345,Enjeru,27417,6.0,7.91905427015436,{'was_impossible': False}
346,Marshall_Law,16005,7.0,7.71856790214043,{'was_impossible': False}
347,propheaker,90,8.0,7.506613296474559,{'was_impossible': False}
348,astranagant25,90,10.0,8.527319076519838,{'was_impossible': False}
349,OtakuHipster,1575,6.0,9.369410686933119,{'was_impossible': False}
350,Terrorking,18247,4.0,5.186339289394186,{'was_impossible': False}
351,Scieska,16782,10.0,8.281757776652663,{'was_impossible': False}
352,Hota-chan,21497,7.0,6.444740093172635,{'was_impossible': False}
353,Xytriz,9253,10.0,9.39147208488459,{'was_impossible': False}
354,xDaboi,2001,9.0,9.158071508137358,{'was_impossible': False}
355,squill,32281,10.0,9.121112408971088,{'was_impossible': False}
356,Marlin_230,31439,4.0,6.967059128275305,{'was_impossible': False}
357,Rogerli10,391,8.0,6.433041949020927,{'was_impossible': False}
358,LeonoraLibra,3572,10.0,8.25250578819899,{'was_impossible': False}
359,ZombyOfNight,7088,2.0,5.9093477622262265,{'was_impossible': False}
360,Yuzuku,5958,8.0,7.834577318498609,{'was_impossible': False}
361,Enjeru,1561,7.0,9.05111306353286,{'was_impossible': False}
362,Mikael11,33486,10.0,6.379699080593577,{'was_impossible': False}
363,ziomalos,5081,9.0,8.866672574010558,{'was_impossible': False}
364,hampedahl,12677,8.0,5.820718288351663,{'was_impossible': False}
365,shyguy,7674,1.2,7.239188202797747,{'was_impossible': False}
366,Mewfeuille,28805,9.0,8.79271317186098,{'was_impossible': False}
367,Duer,10611,7.0,4.98224646186734,{'was_impossible': False}
368,FrancisUnderwood,11701,5.0,7.027364170062638,{'was_impossible': False}
369,Amartyo,19,10.0,8.471007027753332,{'was_impossible': False}
370,TheSadisticGod,13939,4.0,5.34741802855894,{'was_impossible': False}
371,Ausemere,36308,7.0,6.6789746917293895,{'was_impossible': False}
372,Cinx,10620,7.0,6.01358390382929,{'was_impossible': False}
373,Shouichirou,11061,10.0,8.716098646543735,{'was_impossible': False}
374,TrickMirror,31636,7.0,7.109522216885023,{'was_impossible': False}
375,XoBkA,1604,1.2,7.167847163746518,{'was_impossible': False}
376,NeoSpectre,12445,9.0,6.447497259401784,{'was_impossible': False}
377,Marshall_Law,18897,6.0,8.842104769418947,{'was_impossible': False}
378,czerkill,6768,8.0,8.986729072814713,{'was_impossible': False}
379,Queroga,232,8.0,5.155663427823245,{'was_impossible': False}
380,thedciple,513,9.0,8.565062552927968,{'was_impossible': False}
381,Dragon-Reborn,16001,8.0,8.665667080358766,{'was_impossible': False}
382,daN-_zO,177,9.0,7.285929580654133,{'was_impossible': False}
383,valerio1232,30347,7.0,6.896388564240977,{'was_impossible': False}
384,Pururut-sama,813,5.0,3.9523761744084727,{'was_impossible': False}
385,mortdread,6880,5.0,7.201704764833002,{'was_impossible': False}
386,navizoan,28999,7.0,7.760068627488368,{'was_impossible': False}
387,dracozauryks,3588,7.0,7.3411182524419685,{'was_impossible': False}
388,Jorbeany,28121,9.0,7.522466630549562,{'was_impossible': False}
389,mishameph,16498,8.0,8.116173953033096,{'was_impossible': False}
390,pure_cure,1489,7.0,4.7623268917652,{'was_impossible': False}
391,AAV-Afro-Unit,1566,5.0,6.626720125326267,{'was_impossible': False}
392,ThePKNess,2787,9.0,5.500083204659573,{'was_impossible': False}
393,ZombyOfNight,269,8.0,5.0019919725955635,{'was_impossible': False}
394,Black_Swanny,5681,7.0,8.87389482844427,{'was_impossible': False}
395,RoboleX,30885,8.0,6.914972744812415,{'was_impossible': False}
396,Vla,11103,9.0,5.92572373568503,{'was_impossible': False}
397,lednera,30296,5.0,7.4802958917209015,{'was_impossible': False}
398,Revan67,155,7.0,6.583929817153729,{'was_impossible': False}
399,nenetm,235,1.4,2.3475611979005806,{'was_impossible': False}
400,RedQueenifcation,451,9.0,9.200537276835393,{'was_impossible': False}
401,bakaneko3115,888,5.0,7.336657099357543,{'was_impossible': False}
402,Melita_H,9919,8.0,5.425298513417736,{'was_impossible': False}
403,LigerZero248,16001,10.0,9.954649527128913,{'was_impossible': False}
404,SoulEater29,22729,10.0,9.048209926509646,{'was_impossible': False}
405,Johnes,1535,9.0,9.74030035766473,{'was_impossible': False}
406,Tine_Melkal,28851,10.0,8.286728822961273,{'was_impossible': False}
