,uid,iid,r_ui,est,details
85,Croissant07,8557,8.0,8.309016276267116,"{'actual_k': 23, 'was_impossible': False}"
86,shamanmiyo,123,10.0,8.000300077980715,"{'actual_k': 25, 'was_impossible': False}"
87,ulyna,5356,9.0,7.425940848844896,"{'actual_k': 40, 'was_impossible': False}"
88,Ehmahixessehihem,23673,5.0,5.668011941189312,"{'actual_k': 40, 'was_impossible': False}"
89,Karyna,34933,8.0,8.201680632177723,"{'actual_k': 38, 'was_impossible': False}"
90,HarunoSakura,3455,8.0,7.185864161943856,"{'actual_k': 40, 'was_impossible': False}"
91,dracozauryks,11843,7.0,7.132715843633484,"{'actual_k': 40, 'was_impossible': False}"
92,godT,981,10.0,9.000118917710726,"{'actual_k': 7, 'was_impossible': False}"
93,LadyTomoyo,15451,7.0,7.588787336756826,"{'actual_k': 40, 'was_impossible': False}"
94,astranagant25,1005,6.0,7.746899685178421,"{'actual_k': 2, 'was_impossible': False}"
95,reira,18245,8.0,8.57845058240407,"{'actual_k': 26, 'was_impossible': False}"
96,goldygold,1482,10.0,9.239037120775642,"{'actual_k': 40, 'was_impossible': False}"
97,S-52,14227,6.0,6.597190194955746,"{'actual_k': 40, 'was_impossible': False}"
98,Shouichirou,28979,8.0,8.02561696639784,"{'actual_k': 16, 'was_impossible': False}"
99,ooribaba_mama,11617,7.0,6.727068544792271,"{'actual_k': 40, 'was_impossible': False}"
100,ziomalos,1060,8.0,7.509194831293499,"{'actual_k': 12, 'was_impossible': False}"
101,EvilAEC,19221,7.0,7.106867099757906,"{'actual_k': 40, 'was_impossible': False}"
102,Awaltir,8246,8.0,7.338650223006439,"{'actual_k': 33, 'was_impossible': False}"
103,lightofzeref,2759,8.0,7.972079671550721,"{'actual_k': 40, 'was_impossible': False}"
104,RedQueenifcation,3594,8.0,7.884843154661107,"{'actual_k': 24, 'was_impossible': False}"
105,Azurien,227,9.0,8.397531481690796,"{'actual_k': 40, 'was_impossible': False}"
106,AnessMechaelis,3588,6.0,6.250391500211375,"{'actual_k': 40, 'was_impossible': False}"
107,paulz,2026,9.0,8.710363793432375,"{'actual_k': 40, 'was_impossible': False}"
108,Josay,2759,7.0,7.670953579756504,"{'actual_k': 40, 'was_impossible': False}"
109,Kanoe-san,986,9.0,7.1056712615645985,"{'actual_k': 28, 'was_impossible': False}"
110,shanoliu,10464,6.0,7.250628099063023,"{'actual_k': 15, 'was_impossible': False}"
111,Paolo_58,34176,8.0,7.629401013405796,"{'actual_k': 22, 'was_impossible': False}"
112,Cinx,1699,8.0,6.912390991720583,"{'actual_k': 30, 'was_impossible': False}"
113,TheMightyKawama,849,9.0,9.166806650532855,"{'actual_k': 40, 'was_impossible': False}"
114,OtakuBaz,10080,9.0,8.617412719228325,"{'actual_k': 40, 'was_impossible': False}"
115,propheaker,20,6.0,6.275150813821363,"{'actual_k': 40, 'was_impossible': False}"
116,Vanroy17,1868,10.0,7.051648353801988,"{'actual_k': 1, 'was_impossible': False}"
117,NeoSpectre,16762,8.0,7.955673383815339,"{'actual_k': 40, 'was_impossible': False}"
118,koy,1686,7.0,7.386068613751006,"{'actual_k': 40, 'was_impossible': False}"
119,prab16,2581,10.0,9.485001674960891,"{'actual_k': 38, 'was_impossible': False}"
120,LigerZero248,6547,10.0,10.0,"{'actual_k': 40, 'was_impossible': False}"
121,DeadSnow24th,1723,7.0,6.387186642953197,"{'actual_k': 39, 'was_impossible': False}"
122,nicnac,527,7.0,7.662312106267585,"{'actual_k': 40, 'was_impossible': False}"
123,Kami_yar0,223,10.0,8.497243006188203,"{'actual_k': 40, 'was_impossible': False}"
124,TNinja,6707,9.0,8.355965500458286,"{'actual_k': 40, 'was_impossible': False}"
125,Ehmahixessehihem,21,9.0,6.645697507575993,"{'actual_k': 40, 'was_impossible': False}"
126,DukeofMurk,34542,7.0,7.377442994303283,"{'actual_k': 26, 'was_impossible': False}"
127,bigkfc2k8,2605,9.0,8.8260495425595,"{'actual_k': 40, 'was_impossible': False}"
128,andyjin7777,591,8.0,7.748109911726817,"{'actual_k': 20, 'was_impossible': False}"
129,Chi_exe,10711,7.0,7.0553230607909105,"{'actual_k': 26, 'was_impossible': False}"
130,Luica,157,7.0,7.620746947517393,"{'actual_k': 38, 'was_impossible': False}"
131,Mogura,248,8.0,6.767469199878172,"{'actual_k': 31, 'was_impossible': False}"
132,NeoSpectre,13939,7.0,7.532134380162324,"{'actual_k': 21, 'was_impossible': False}"
133,Scieska,2148,2.0,5.6512233112807975,"{'actual_k': 11, 'was_impossible': False}"
134,Jorbeany,32182,7.0,7.9899831731243065,"{'actual_k': 40, 'was_impossible': False}"
135,Junjou9,8915,7.0,7.31636378278605,"{'actual_k': 24, 'was_impossible': False}"
136,Arkan4ik,2963,7.0,7.424740548027531,"{'actual_k': 40, 'was_impossible': False}"
137,Josh001,618,6.0,6.591729589089224,"{'actual_k': 8, 'was_impossible': False}"
138,hampedahl,10793,9.0,8.088655857999848,"{'actual_k': 40, 'was_impossible': False}"
139,LeonoraLibra,14397,10.0,9.194501945512329,"{'actual_k': 29, 'was_impossible': False}"
140,EnkushIkari,457,9.0,8.958306232201137,"{'actual_k': 40, 'was_impossible': False}"
141,xDivinityXD,14811,8.0,8.607063599390822,"{'actual_k': 15, 'was_impossible': False}"
142,Hota-chan,3785,9.0,7.6714558270431725,"{'actual_k': 40, 'was_impossible': False}"
143,Magaera,8074,8.0,7.634431094365543,"{'actual_k': 40, 'was_impossible': False}"
144,Zed_Astaroth,32262,4.0,4.697399434006147,"{'actual_k': 23, 'was_impossible': False}"
145,taurenmale,886,8.0,8.327862930701086,"{'actual_k': 18, 'was_impossible': False}"
146,Karyna,23233,7.0,7.434271349162564,"{'actual_k': 40, 'was_impossible': False}"
147,Phlanel,2890,10.0,7.509697838265128,"{'actual_k': 40, 'was_impossible': False}"
148,Arctic_Fox,2025,8.0,8.632870737591453,"{'actual_k': 40, 'was_impossible': False}"
149,cutepup,4898,8.0,6.357168428186391,"{'actual_k': 40, 'was_impossible': False}"
150,Temponly,1815,7.0,6.801714833156811,"{'actual_k': 19, 'was_impossible': False}"
151,Duer,14283,8.0,6.370687776817102,"{'actual_k': 20, 'was_impossible': False}"
152,AisBarbs,2251,6.0,6.615698599583382,"{'actual_k': 40, 'was_impossible': False}"
153,Vla,13655,10.0,7.385181187139749,"{'actual_k': 40, 'was_impossible': False}"
154,astranagant25,76,8.0,8.434501319828984,"{'actual_k': 28, 'was_impossible': False}"
155,RoboleX,28309,6.0,7.50322282771029,"{'actual_k': 2, 'was_impossible': False}"
156,Darkani,10087,7.0,8.492025137064445,"{'actual_k': 40, 'was_impossible': False}"
157,Bryce-kun,12355,9.0,9.016924099665983,"{'actual_k': 40, 'was_impossible': False}"
158,Arshya,5341,9.0,9.740712868336862,"{'actual_k': 40, 'was_impossible': False}"
159,Vash115,32281,10.0,9.345771113975575,"{'actual_k': 40, 'was_impossible': False}"
160,Usui-Nero,21353,9.0,7.763282421340897,"{'actual_k': 33, 'was_impossible': False}"
161,Toshi13,14647,7.0,6.562941376595598,"{'actual_k': 2, 'was_impossible': False}"
162,sparc,6500,1.0,3.9911214738888807,"{'actual_k': 31, 'was_impossible': False}"
163,ziomalos,8481,7.0,7.616548341372781,"{'actual_k': 13, 'was_impossible': False}"
164,VR-Yan,30503,8.0,9.208656146951869,"{'actual_k': 40, 'was_impossible': False}"
165,Ishin,5958,7.0,7.852381555392863,"{'actual_k': 40, 'was_impossible': False}"
166,Fire__Phoenix,18397,8.0,8.330255667423385,"{'actual_k': 30, 'was_impossible': False}"
167,S-52,121,7.0,6.867262297028158,"{'actual_k': 40, 'was_impossible': False}"
168,nanko2006,10588,10.0,9.46395786768273,"{'actual_k': 40, 'was_impossible': False}"
169,xDivinityXD,819,9.0,7.095277143935432,"{'actual_k': 16, 'was_impossible': False}"
170,Lyouts,153,7.0,7.180705637077381,"{'actual_k': 22, 'was_impossible': False}"
171,Silverphox13,157,8.0,7.10879604994878,"{'actual_k': 40, 'was_impossible': False}"
172,yameeka,77,8.0,6.483069646450254,"{'actual_k': 24, 'was_impossible': False}"
173,LeonoraLibra,31478,7.0,8.819340437465533,"{'actual_k': 40, 'was_impossible': False}"
174,ANIMkka,25183,8.0,7.584991923398396,"{'actual_k': 40, 'was_impossible': False}"
175,-Axel-,856,8.0,8.724560940567818,"{'actual_k': 32, 'was_impossible': False}"
176,GF-Tobi,27831,9.0,8.738353475277062,"{'actual_k': 34, 'was_impossible': False}"
177,Aelphais,7311,9.0,9.86062433937143,"{'actual_k': 40, 'was_impossible': False}"
178,KarokuChan,390,7.0,8.336015217528761,"{'actual_k': 26, 'was_impossible': False}"
179,Paradigme,29786,8.0,6.782787532159814,"{'actual_k': 40, 'was_impossible': False}"
180,Gabi666,513,10.0,8.765513576427164,"{'actual_k': 40, 'was_impossible': False}"
181,Klains,10161,10.0,6.311091698339734,"{'actual_k': 40, 'was_impossible': False}"
182,czerkill,30187,8.0,8.799101198328888,"{'actual_k': 22, 'was_impossible': False}"
183,Rowan93,18619,8.0,6.470780747815837,"{'actual_k': 13, 'was_impossible': False}"
184,Elaclairee,908,5.0,7.090457261583288,"{'actual_k': 34, 'was_impossible': False}"
185,karnagecake,17505,1.0,4.124203180774421,"{'actual_k': 12, 'was_impossible': False}"
186,And24,17725,7.0,7.867341311492322,"{'actual_k': 10, 'was_impossible': False}"
187,Nagicch,4814,10.0,7.733612779281864,"{'actual_k': 34, 'was_impossible': False}"
188,xandra_moon09,20,8.0,8.133565056912895,"{'actual_k': 31, 'was_impossible': False}"
189,ShinKai,7592,7.0,7.52244896185039,"{'actual_k': 40, 'was_impossible': False}"
190,Shouichirou,6444,8.0,7.911938889941838,"{'actual_k': 20, 'was_impossible': False}"
191,szakulys,4999,9.0,7.422993846984426,"{'actual_k': 40, 'was_impossible': False}"
192,ziomalos,1998,7.0,4.556070996750704,"{'actual_k': 5, 'was_impossible': False}"
193,broodo,30694,8.0,7.046287417034193,"{'actual_k': 27, 'was_impossible': False}"
194,Amartyo,34240,5.0,8.57503827527874,"{'actual_k': 39, 'was_impossible': False}"
195,Yavimaya,23587,8.0,7.192134927767927,"{'actual_k': 9, 'was_impossible': False}"
196,Ura,8424,6.0,5.949168093427588,"{'actual_k': 40, 'was_impossible': False}"
197,hampedahl,12293,6.0,7.400850376149014,"{'actual_k': 35, 'was_impossible': False}"
198,naki,5300,8.0,8.542775914737037,"{'actual_k': 40, 'was_impossible': False}"
199,Annnnnt,8101,7.0,8.222096560200153,"{'actual_k': 11, 'was_impossible': False}"
200,Nene-tan,379,10.0,8.293249589807148,"{'actual_k': 31, 'was_impossible': False}"
201,Duer,9367,8.0,7.159216828351881,"{'actual_k': 40, 'was_impossible': False}"
202,Takala,32083,7.0,6.700126986480629,"{'actual_k': 13, 'was_impossible': False}"
203,xDivinityXD,15313,8.0,6.174616126505319,"{'actual_k': 8, 'was_impossible': False}"
204,CrixuAMG,11433,7.0,7.1457215566985255,"{'actual_k': 40, 'was_impossible': False}"
205,-Savante-,10713,6.0,7.592430811172997,"{'actual_k': 11, 'was_impossible': False}"
206,dark_yoolia,408,7.0,7.662903972614544,"{'actual_k': 29, 'was_impossible': False}"
207,HarunoSakura,1535,9.0,9.396356256484482,"{'actual_k': 40, 'was_impossible': False}"
208,Biglud,28171,8.0,8.382614693317844,"{'actual_k': 40, 'was_impossible': False}"
209,Fou-Lou,156,7.0,7.850253380169867,"{'actual_k': 27, 'was_impossible': False}"
210,KKDW,5342,8.0,7.828492682414895,"{'actual_k': 27, 'was_impossible': False}"
211,Luica,30895,8.0,6.764937852741629,"{'actual_k': 10, 'was_impossible': False}"
212,LuneLibre,79,5.0,5.143509844420212,"{'actual_k': 40, 'was_impossible': False}"
213,Josay,33506,7.0,6.592594158576644,"{'actual_k': 37, 'was_impossible': False}"
214,Niev-sama,20543,7.0,7.422639703518064,"{'actual_k': 7, 'was_impossible': False}"
215,xKunek,10020,8.0,8.028931186543545,"{'actual_k': 40, 'was_impossible': False}"
216,UKCurari,591,4.0,6.069513677710158,"{'actual_k': 20, 'was_impossible': False}"
217,magraun,15689,10.0,9.789587553957409,"{'actual_k': 40, 'was_impossible': False}"
218,Josh001,1915,7.0,7.899449442229234,"{'actual_k': 18, 'was_impossible': False}"
219,Khilandros,20,8.0,8.48291692210048,"{'actual_k': 40, 'was_impossible': False}"
220,DarkFireblaze28,12365,7.0,7.856507834626301,"{'actual_k': 38, 'was_impossible': False}"
221,darthghost,33206,8.0,7.925759335566559,"{'actual_k': 40, 'was_impossible': False}"
222,DarksideLawliet,31143,5.0,5.5219909824803315,"{'actual_k': 5, 'was_impossible': False}"
223,kamijoan,9736,8.0,7.410582490121298,"{'actual_k': 22, 'was_impossible': False}"
224,Stingfang,31580,4.0,5.932812816336935,"{'actual_k': 35, 'was_impossible': False}"
225,Boethia,5530,8.0,7.930618932366425,"{'actual_k': 40, 'was_impossible': False}"
226,Kurocon,13759,6.0,8.733300617468466,"{'actual_k': 40, 'was_impossible': False}"
227,Botanchan,7674,9.0,9.298502064225938,"{'actual_k': 40, 'was_impossible': False}"
228,A_Singh23,33352,10.0,8.788143007851435,"{'actual_k': 31, 'was_impossible': False}"
229,Edeor,321,4.0,5.788052491802225,"{'actual_k': 11, 'was_impossible': False}"
230,ocyboss,7647,9.0,8.129854471316344,"{'actual_k': 40, 'was_impossible': False}"
231,Panda_kabob,2685,3.0,8.608435015666082,"{'actual_k': 29, 'was_impossible': False}"
232,brendaspencer,11111,8.0,8.436218198225546,"{'actual_k': 40, 'was_impossible': False}"
233,Pururut-sama,918,8.0,7.5050413049257765,"{'actual_k': 40, 'was_impossible': False}"
234,Clefairy_Nanashi,9515,6.0,5.950504351166641,"{'actual_k': 40, 'was_impossible': False}"
235,allyegra,16067,10.0,8.830062193243558,"{'actual_k': 36, 'was_impossible': False}"
236,_P4NS1LUUU_,30727,10.0,8.61745028587802,"{'actual_k': 20, 'was_impossible': False}"
237,shouAdZ_MAL,30895,8.0,7.263922255113452,"{'actual_k': 15, 'was_impossible': False}"
238,espada13,901,8.0,8.330770700939793,"{'actual_k': 23, 'was_impossible': False}"
239,-Sato-,14283,7.0,8.366146871640916,"{'actual_k': 21, 'was_impossible': False}"
240,Morakillo,16049,9.0,8.2507561850163,"{'actual_k': 40, 'was_impossible': False}"
241,Auriolus,31772,8.0,7.106401910318571,"{'actual_k': 24, 'was_impossible': False}"
242,Saori-chan,3322,8.0,6.989480433980354,"{'actual_k': 8, 'was_impossible': False}"
243,oddsety,20,3.0,8.096720836176674,"{'actual_k': 40, 'was_impossible': False}"
244,Seera-fi,132,6.0,8.014770461530306,"{'actual_k': 25, 'was_impossible': False}"
245,reira,12695,8.0,8.044831560839542,"{'actual_k': 7, 'was_impossible': False}"
246,Hota-chan,1121,7.0,6.082615795938804,"{'actual_k': 26, 'was_impossible': False}"
247,anatema,3785,9.0,8.057997101175369,"{'actual_k': 40, 'was_impossible': False}"
248,Sylethom,32937,8.0,8.047976233679849,"{'actual_k': 40, 'was_impossible': False}"
249,yameeka,13659,6.0,5.512240287092811,"{'actual_k': 40, 'was_impossible': False}"
250,CoyBoy,9366,10.0,9.188092050637678,"{'actual_k': 29, 'was_impossible': False}"
251,Arshya,936,10.0,8.32502932823455,"{'actual_k': 40, 'was_impossible': False}"
252,Knighty,21845,7.0,6.329562517906226,"{'actual_k': 16, 'was_impossible': False}"
253,raduccio,517,9.0,7.952150707521585,"{'actual_k': 25, 'was_impossible': False}"
254,Shouichirou,30279,8.0,8.094664756788625,"{'actual_k': 11, 'was_impossible': False}"
255,Dragon_Slayer_X,1557,8.0,8.519388568882016,"{'actual_k': 8, 'was_impossible': False}"
256,AnaEmdi,4551,3.0,6.757497358319963,"{'actual_k': 29, 'was_impossible': False}"
257,Neko20,223,6.0,8.818581276802464,"{'actual_k': 40, 'was_impossible': False}"
258,Yukisss,20507,8.0,7.8900338684612805,"{'actual_k': 40, 'was_impossible': False}"
259,Shi_a,11761,3.0,6.28495201645928,"{'actual_k': 37, 'was_impossible': False}"
260,MisDiagnosed,13619,9.0,7.565342262442893,"{'actual_k': 1, 'was_impossible': False}"
261,yeTeh,26243,8.0,7.4543364885095444,"{'actual_k': 40, 'was_impossible': False}"
262,Shi_a,195,6.0,6.219687464583232,"{'actual_k': 34, 'was_impossible': False}"
263,angiecookie,9617,8.0,8.614043876778972,"{'actual_k': 40, 'was_impossible': False}"
264,PuppGod,23283,9.0,8.887025079287916,"{'actual_k': 40, 'was_impossible': False}"
265,COpeter,3470,8.0,7.597778783892207,"{'actual_k': 40, 'was_impossible': False}"
266,Chemical_Undead,5177,7.0,7.4779333308950795,"{'actual_k': 39, 'was_impossible': False}"
267,Friddan,14345,6.0,6.541985128385016,"{'actual_k': 40, 'was_impossible': False}"
268,nekocink,33003,6.0,6.853718061299499,"{'actual_k': 12, 'was_impossible': False}"
269,Lyouts,10396,7.0,6.624101159605341,"{'actual_k': 40, 'was_impossible': False}"
270,mudjoe2,3228,10.0,8.988816839074625,"{'actual_k': 40, 'was_impossible': False}"
271,Arcadian_Legend,597,9.0,7.627879232442476,"{'actual_k': 34, 'was_impossible': False}"
272,TKHilton,9756,8.0,8.526488219483623,"{'actual_k': 40, 'was_impossible': False}"
273,doggyguard,2904,10.0,9.083790584658102,"{'actual_k': 40, 'was_impossible': False}"
274,Edeor,899,6.0,6.688980416500194,"{'actual_k': 27, 'was_impossible': False}"
275,TrickMirror,19369,8.0,7.201174650944943,"{'actual_k': 40, 'was_impossible': False}"
276,Dokke,11843,8.0,8.154171389660037,"{'actual_k': 40, 'was_impossible': False}"
277,Torah,174,8.0,8.744426773815386,"{'actual_k': 40, 'was_impossible': False}"
278,dioshio,27,6.0,5.488436103859907,"{'actual_k': 34, 'was_impossible': False}"
279,kamijoan,33091,9.0,7.678426376844717,"{'actual_k': 14, 'was_impossible': False}"
280,sparc,93,10.0,6.605034061894162,"{'actual_k': 40, 'was_impossible': False}"
281,Silverphox13,457,9.0,8.640782141343431,"{'actual_k': 40, 'was_impossible': False}"
282,allyegra,1847,9.0,8.026519235190175,"{'actual_k': 9, 'was_impossible': False}"
283,Sakura918,10080,10.0,9.87184464977235,"{'actual_k': 40, 'was_impossible': False}"
284,Iandaar,8525,10.0,8.917801957970596,"{'actual_k': 40, 'was_impossible': False}"
285,Shunnsuke,11743,10.0,8.831840893552156,"{'actual_k': 18, 'was_impossible': False}"
286,xDivinityXD,15125,5.0,8.29360420235859,"{'actual_k': 6, 'was_impossible': False}"
287,Shouichirou,4896,9.0,7.899730002161439,"{'actual_k': 40, 'was_impossible': False}"
288,the12thdoctor,4063,7.0,8.022431304766831,"{'actual_k': 40, 'was_impossible': False}"
289,corvuscora,9656,6.0,7.7925382554604505,"{'actual_k': 40, 'was_impossible': False}"
290,niintysix,10020,10.0,8.457959242533418,"{'actual_k': 40, 'was_impossible': False}"
291,Croissant07,14669,9.0,8.887179418104761,"{'actual_k': 10, 'was_impossible': False}"
292,Annnnnt,6984,10.0,9.588525832553866,"{'actual_k': 8, 'was_impossible': False}"
293,Pierek,417,8.0,6.29343349181472,"{'actual_k': 15, 'was_impossible': False}"
294,KhaozNinja,225,5.0,7.7871350639858345,"{'actual_k': 40, 'was_impossible': False}"
295,Shouichirou,23945,8.0,7.285860906223343,"{'actual_k': 13, 'was_impossible': False}"
296,xacthashtag,1698,8.0,7.004683285652927,"{'actual_k': 40, 'was_impossible': False}"
297,Yakuhl,6637,9.0,7.598238383649987,"{'actual_k': 30, 'was_impossible': False}"
298,LongLimbs,36934,8.0,6.9822311852565235,"{'actual_k': 2, 'was_impossible': False}"
299,Takala,7774,6.0,7.0853912523469,"{'actual_k': 2, 'was_impossible': False}"
300,crockmez,5300,8.0,8.461354582071396,"{'actual_k': 40, 'was_impossible': False}"
301,waldorfian,731,9.0,8.429576540630842,"{'actual_k': 21, 'was_impossible': False}"
